id,name,description,ingredients,steps,tags,minutes
397,Okra Gumbo,"A delicious and authentic Okra Gumbo, honoring traditional USA cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'usa', 'authentic', 'category:main']",45
398,Vegetable Paella,"A delicious and authentic Vegetable Paella, honoring traditional Spain cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'spain', 'authentic', 'category:main']",45
399,Kimchi,"A delicious and authentic Kimchi, honoring traditional Korea cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'korea', 'authentic', 'category:main']",45
400,Colcannon,"A delicious and authentic Colcannon, honoring traditional Ireland cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'ireland', 'authentic', 'category:main']",45
401,Zucchini Fritters,"A delicious and authentic Zucchini Fritters, honoring traditional Mediterranean cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'mediterranean', 'authentic', 'category:main']",45
402,Vegetable Tempura,"A delicious and authentic Vegetable Tempura, honoring traditional Japan cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'japan', 'authentic', 'category:main']",45
403,Stuffed Zucchini Boats,"A delicious and authentic Stuffed Zucchini Boats, honoring traditional Global cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'global', 'authentic', 'category:main']",45
404,Eggplant Parmesan,"A delicious and authentic Eggplant Parmesan, honoring traditional Italy cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'italy', 'authentic', 'category:main']",45
405,Bibimbap,"A delicious and authentic Bibimbap, honoring traditional Korea cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'korea', 'authentic', 'category:main']",45
406,Ramen,"A delicious and authentic Ramen, honoring traditional Japan cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'japan', 'authentic', 'category:main']",45
407,Pho,"A delicious and authentic Pho, honoring traditional Vietnam – variants cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'vietnam-–-variants', 'authentic', 'category:main']",45
408,Banh Mi,"A delicious and authentic Banh Mi, honoring traditional Vietnam sandwich cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'vietnam-sandwich', 'authentic', 'category:main']",45
409,Dumplings,"A delicious and authentic Dumplings, honoring traditional China – jiaozi cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'china-–-jiaozi', 'authentic', 'category:main']",45
410,Pierogi,"A delicious and authentic Pierogi, honoring traditional Poland cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'poland', 'authentic', 'category:dessert']",45
411,Empanadas,"A delicious and authentic Empanadas, honoring traditional Latin America cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'latin-america', 'authentic', 'category:main']",45
412,Sushi Rolls,"A delicious and authentic Sushi Rolls, honoring traditional Japan varieties cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'japan-varieties', 'authentic', 'category:main']",45
413,Burritos,"A delicious and authentic Burritos, honoring traditional Mexico cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'mexico', 'authentic', 'category:main']",45
414,Tacos al Pastor,"A delicious and authentic Tacos al Pastor, honoring traditional Mexico cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'mexico', 'authentic', 'category:starter']",45
